FL_HAA,FL_HFE,FL_KFE,FR_HAA,FR_HFE,FR_KFE,HL_HAA,HL_HFE,HL_KFE,HR_HAA,HR_HFE,HR_KFE
-0.004971778523075621,0.6652318999251383,4.87344482778935,0.004897620142306103,0.6658267328498191,-1.410439534000484,0.0007431009450549197,-0.6671388227205721,1.4101788869383203,-0.0005407228098075478,-0.6643378013613335,-4.872416250579146
-0.004962557415465696,0.6652301350810417,4.873453937477488,0.00489993386598897,0.6658247071486985,-1.4104395566838317,0.0007383886592480238,-0.6671421219668963,1.4101785038154766,-0.0005397198197494291,-0.6643369116707527,-4.872418021154316
-0.004971748879243343,0.6652313148505442,4.873447462577638,0.004897410795488888,0.6658233991266824,-1.4104381332877107,0.0007369887080121984,-0.6671426631825907,1.4101782663181703,-0.0005401284536725726,-0.6643365081908943,-4.872419129247118
-0.004971784033322102,0.6652315695123132,4.873447466414454,0.004898461546073207,0.6658236487772244,-1.4104382526212529,0.0007388110397359426,-0.6671438881293659,1.4101805967821903,-0.0005397798241784102,-0.6643361093046831,-4.872419698380505
-0.004967969049009646,0.6652293351280836,4.873448552581305,0.004895290541940156,0.6658221973673353,-1.4104365021151732,0.0007354917849609066,-0.667138590512879,1.4101761886426143,-0.0005411406732562796,-0.6643356466981487,-4.872421863868617
-0.004973751890596567,0.6652298142688915,4.873453142171969,0.004896204654272651,0.6658221933430699,-1.4104359160130358,0.0007348054810911719,-0.6671397985203189,1.4101750890642561,-0.0005412708480978523,-0.6643345368080631,-4.872423947060458
-0.004967669906243977,0.665228178893523,4.87344876181514,0.004900428865928674,0.665821202808127,-1.410433192411066,0.0007429102146714328,-0.6671432412229645,1.4101610970651057,-0.0005407922221252193,-0.6643335054286661,-4.872426224598788
-0.00496913341681271,0.6652279365846603,4.873455332967837,0.0049010922497414455,0.665820784624712,-1.410432672220546,0.0007345333977379909,-0.6671380545711827,1.4101727747194683,-0.0005406160440148966,-0.6643326423754674,-4.872427951775204
-0.004970086976518573,0.6652269481831237,4.873455904072309,0.004901264771785208,0.66582087825158,-1.4104328408541722,0.000734249708893131,-0.6671371924495926,1.4101723426392123,-0.0005407739158762581,-0.6643326266273979,-4.872428176268197
-0.004968585647194601,0.6652254672722018,4.873455683805348,0.004900190513221325,0.6658202911466491,-1.4104316670733086,0.0007513218632206886,-0.6671310681097724,1.4101650367117813,-0.000542639440013204,-0.6643326775611529,-4.872427482977121
-0.004972406250495887,0.6652288337786727,4.873460646581595,0.004900056850196677,0.6658188982038871,-1.4104295999384018,0.0007384343043357333,-0.6671345877085582,1.4101676552901186,-0.0005422275977711166,-0.6643317993554341,-4.872429801793258
-0.004974633851860588,0.6652284605918233,4.87346083113895,0.0049014837089247365,0.665816966909591,-1.410426951384066,0.0007361383329653748,-0.6671388598814634,1.410171109753037,-0.0005402532681371142,-0.6643302580544672,-4.872433269369379
-0.004971388468071325,0.6652240448356768,4.873458229714345,0.004895691648492573,0.6658154874552142,-1.4104255924157663,0.0007406368078308745,-0.6671365937269886,1.4101621362306762,-0.0005401536353009107,-0.6643303127606464,-4.8724333110421885
-0.004972342000897356,0.6652234069097656,4.873459142214325,0.00489549979167947,0.6658155146724987,-1.4104253246797498,0.0007401687724142292,-0.6671355646007937,1.4101626089060142,-0.0005401802235365238,-0.6643300014004296,-4.8724337442060826
-0.0049687433365264155,0.6652229057850647,4.873458401879891,0.004899885806217696,0.6658165216915188,-1.4104251986593415,0.0007389838271194549,-0.6671330918362219,1.4101634177577953,-0.0005403778012782467,-0.6643289957485106,-4.8724351994790185
-0.004972577772742959,0.6652233531414611,4.873465247039221,0.004899170092087957,0.6658160317347503,-1.4104236425795627,0.0007434372860108951,-0.6671355372219576,1.410153314409989,-0.0005401100591617691,-0.6643282564318467,-4.872436227910425
-0.004972413363996786,0.6652212654098868,4.873463436145428,0.004899650319702076,0.6658151822168374,-1.4104212447397142,0.000740031342600922,-0.6671330498027626,1.4101593510154373,-0.0005400541343494325,-0.6643273148934457,-4.872437017317529
-0.004971497957867221,0.6652194292830753,4.873464622339442,0.004893544016172591,0.6658149712039831,-1.4104202612697971,0.0007373065595688288,-0.6671293463434536,1.4101571231964485,-0.0005399538340959964,-0.6643266013980593,-4.87243956743064
-0.004971154504064046,0.6652218082963657,4.873470951437839,0.004894120079008246,0.6658140648462494,-1.4104189755192653,0.0007388461219406395,-0.667130436947768,1.4101496445138029,-0.0005392986992331927,-0.6643262290399665,-4.87244020144077
-0.004965037988447385,0.665219651066808,4.873463812668929,0.00489708949003731,0.6658115743683659,-1.4104169381554108,0.0007439665080637425,-0.6671288946678864,1.4101546597276933,-0.0005401289535669207,-0.6643265039122648,-4.872439192380237
-0.004970825764771369,0.665217388548097,4.873466431827809,0.00489108990638254,0.6658133873118119,-1.410414329764743,0.0007384678624875463,-0.6671305816307989,1.4101550257249373,-0.0005405141351664255,-0.664325965859339,-4.872439879990862
-0.004967283837515879,0.6652168819373445,4.873466219692864,0.0048958831667373914,0.6658115624759038,-1.4104156399992505,0.000743832688405277,-0.6671303121309169,1.4101541221474498,-0.0005394456251570645,-0.6643249252715107,-4.872442101619666
-0.004966059937305367,0.6652154238537094,4.873467742063272,0.00489663543069252,0.6658126429975475,-1.4104156269842703,0.0007450086104165976,-0.6671287359409384,1.4101517371579817,-0.0005392345049743952,-0.6643240774887218,-4.872442963562201
-0.004967015104255346,0.6652141353953063,4.873469575632671,0.00489695324859607,0.6658125434929723,-1.4104154551904857,0.0007466050893523146,-0.667127690615704,1.4101504443570043,-0.0005398478116349636,-0.6643242138656049,-4.872442679620036
-0.0049704810962722945,0.6652155656452567,4.8734710337570535,0.004898050648015406,0.6658120582490357,-1.4104132688799105,0.0007453017813423557,-0.6671271579623079,1.4101491249714746,-0.0005382310587505046,-0.6643228721730807,-4.8724441181811375
-0.004969482120181112,0.6652163747681561,4.873472658795067,0.004897272002117425,0.6658111601110237,-1.4104110185888352,0.0007433093850757189,-0.6671257178748338,1.4101466183323792,-0.0005378190061549049,-0.6643217244149948,-4.872445842466051
-0.004966321153696995,0.6652107858402365,4.8734769284355535,0.004893420088911249,0.6658100567552285,-1.4104069683163392,0.0007460276132045252,-0.6671294211506957,1.4101424017334026,-0.0005381815574319049,-0.6643214312413352,-4.8724443733851945
-0.004973300660179092,0.6652152988739202,4.873475395160328,0.0048946146747725905,0.6658087945475026,-1.4104049941590695,0.0007424603894170545,-0.6671268171757108,1.410146714675859,-0.000537000927617548,-0.6643202958633774,-4.872448263460396
-0.004973393671098947,0.6652140552282662,4.873476194979544,0.004895170086842704,0.6658084277558425,-1.4104050728303488,0.0007452380645140977,-0.6671275736945548,1.4101475393060152,-0.0005368346484733166,-0.6643197538981411,-4.872448863619263
-0.004971524501654834,0.6652139136605824,4.87347549786514,0.004897907905680121,0.6658089452415208,-1.410407533432065,0.0007410727446499621,-0.6671275038218276,1.4101448115197082,-0.0005374725827511639,-0.6643193778188303,-4.872450837547496
-0.004970565408212835,0.6652105783607043,4.873478417027117,0.0048966785477340125,0.6658080841158656,-1.4104054192849063,0.000744312590674312,-0.6671226491811879,1.410141010059788,-0.0005381694725130615,-0.6643185279451052,-4.872452370987032
-0.004968399021686665,0.6652095086726195,4.8734814950177885,0.004895437930901636,0.6658073856508651,-1.4104036110836748,0.000745178874851149,-0.6671224569557719,1.4101407693962944,-0.0005389064946381694,-0.6643178972390951,-4.872453986229033
-0.004967071030987036,0.6652105156204113,4.873480009471085,0.004897588177807499,0.6658052398831593,-1.4104010878746402,0.0007466417202390829,-0.6671215174735758,1.4101278915794158,-0.0005392042184659829,-0.6643169814634113,-4.872455945330579
-0.004967115932831057,0.665209995655748,4.873481439190258,0.004898631574874912,0.6658053381429694,-1.4104008381366127,0.0007488254367018499,-0.6671227467272134,1.4101320451987478,-0.0005390700792435865,-0.664317107110211,-4.872455374986743
-0.004963677414761669,0.6652087538114451,4.873486471110034,0.004896625913954011,0.6658045970234214,-1.4104003491554389,0.0007452687047235784,-0.6671217711675252,1.4101389465397132,-0.0005399509354520049,-0.6643168446951657,-4.872456674210262
-0.004966683198414756,0.6652080766120418,4.873486688617341,0.004898599491753863,0.6658045853295462,-1.4103995965352762,0.000740437741814759,-0.6671210929999338,1.4101352224237038,-0.0005413133660612246,-0.6643164804213617,-4.872457290374964
-0.004968970157387176,0.6652079924771401,4.873489289935574,0.004899697068891484,0.6658028461013439,-1.4103973503375578,0.0007406399147269482,-0.6671192604404537,1.4101367914032927,-0.0005407323025075073,-0.664315313009288,-4.872460886597034
-0.004971719315808976,0.6652126449177347,4.873498132971972,0.004900211805885846,0.665802122530244,-1.4103966396552163,0.0007440512147098843,-0.6671183109356438,1.4101293403070416,-0.000539094599348644,-0.6643142908425501,-4.872463594169034
-0.004973020239881443,0.6652124649026527,4.873496204665936,0.004900240851730686,0.6658020184465618,-1.4103966533859325,0.0007409114071457168,-0.6671188670629995,1.4101312755205262,-0.0005392459831501384,-0.6643144024113576,-4.872463787222625
-0.00497203514229394,0.6652084732566506,4.8734906563558695,0.00490041829686394,0.6658011634316736,-1.4103952726350997,0.0007427504829662368,-0.6671189198404326,1.4101290196126595,-0.000539283185625905,-0.6643138144205585,-4.872465087611449
-0.004965475817796161,0.6652085117271938,4.8734904300636055,0.004897461216344823,0.6657994615878957,-1.4103921222146685,0.0007469604409919839,-0.6671263594681927,1.4101175526063523,-0.0005396823197774125,-0.664313048444801,-4.872466217500029
-0.004965620490327893,0.6652088805323997,4.873493532808236,0.004897251835102701,0.6657987834806818,-1.410392553602879,0.0007401632640000599,-0.6671159977717434,1.4101298077643607,-0.0005406375126293383,-0.6643126402763384,-4.872468143548637
-0.004969362814871481,0.6652064324635525,4.873492847232643,0.004898990960728433,0.6657977354623226,-1.4103900742289284,0.0007404514420699115,-0.6671144457952431,1.4101275023271587,-0.0005414467132034417,-0.6643120480394185,-4.872469911262571
-0.004969517663176326,0.6652083054098794,4.873498871242686,0.004895689433227268,0.6657984676944935,-1.4103910625492588,0.0007392384044884182,-0.667113949228006,1.4101268644086833,-0.0005417417666535584,-0.6643120565530971,-4.872470238695551
-0.0049677248457813405,0.665204744510163,4.873496919192647,0.004896251995972989,0.6657987306319795,-1.4103914363097605,0.0007414347105862973,-0.6671108335391791,1.410124230141819,-0.0005426237691867897,-0.6643119668218924,-4.8724701993860124
-0.004963912625282063,0.6652043204502931,4.873496774602848,0.004898476817563946,0.6657972055174923,-1.410388331040604,0.0007448020471390038,-0.6671106374002598,1.4101240339432142,-0.0005434428520247891,-0.6643113197043125,-4.87247036771366
-0.0049678487087572165,0.6652036052489816,4.873506233823691,0.004898588955525085,0.6657964961528,-1.4103868930083294,0.0007413955637103342,-0.667111514917524,1.4101244177026802,-0.0005431600965968286,-0.664310675993498,-4.872471601145449
-0.004959852086813932,0.6652004993903695,4.873501090229583,0.004899600193888354,0.6657954092174236,-1.410384906251517,0.0007440781812748654,-0.6671121840084568,1.4101233057883817,-0.0005411050709627219,-0.6643085001884685,-4.8724760484812215
-0.004952570202794604,0.6651967145174655,4.873499813330573,0.004899131632432052,0.665795559883275,-1.4103850819243782,0.0007433985664144771,-0.667111406088071,1.4101221519414455,-0.0005411117024918255,-0.6643088354112159,-4.87247568101798
-0.004967688964928385,0.6652017163226231,4.873500412043858,0.004892013332240097,0.6657916686423926,-1.4103795780092412,0.000741955161990937,-0.6671089821942502,1.4101177283985367,-0.0005419113454490088,-0.6643078132218418,-4.872476549439951
-0.0049695990158094006,0.6651995906274104,4.873503665797733,0.004896283743922147,0.6657942885118597,-1.410381398032233,0.0007480639684436241,-0.6671093511894322,1.4101180463999325,-0.0005427446712849004,-0.6643075584687743,-4.872475443371407
-0.004968959291718811,0.6651993536488776,4.873502956473037,0.004897126400770446,0.6657935312444447,-1.410379555575707,0.0007404369817978207,-0.6671096394511533,1.410118285697008,-0.000542071756561846,-0.6643061581626934,-4.8724786489765535
-0.00496860627287532,0.6651980113812312,4.8735069523647185,0.004896372063757148,0.6657925533213787,-1.410376473440392,0.0007407995532782152,-0.667111255516776,1.4101180366672166,-0.0005410615231919991,-0.6643045044595937,-4.872480486679621
-0.00496964335924055,0.6651981461270111,4.873507780738293,0.004896616558029088,0.6657925043753066,-1.4103764130750704,0.0007413623190162255,-0.6671099635752586,1.4101167560483505,-0.0005406452870353462,-0.6643046326217892,-4.872480419173792
-0.00497099753369401,0.6651986115377149,4.873510894836913,0.004896890705053281,0.6657925140306205,-1.4103761281785374,0.0007892807803600022,-0.6670975899677902,1.4101002540381513,-0.0005410600811952548,-0.6643043335932557,-4.872480346999814
-0.004975830845954654,0.6651988169607703,4.87351268091911,0.004888544362650293,0.6657922206704123,-1.4103781109695976,0.0007483706200277496,-0.6671043270569434,1.4101124607730826,-0.0005454793510200062,-0.664306226936608,-4.872480792242575
-0.004971372062406054,0.6652003191852218,4.8735110819672816,0.004897714214878057,0.6657893975662503,-1.4103740986573055,0.0007424200015337945,-0.6671071630819396,1.4101136600657576,-0.0005424818133636933,-0.6643030127413434,-4.87248799252165
-0.004971312088149382,0.6651982346394574,4.873515973051843,0.004896531229018564,0.6657873636397218,-1.4103711853229548,0.0007457574798319655,-0.6671063925012204,1.4101060821047602,-0.000543404076156051,-0.6643024569118312,-4.872488462263199
-0.004969819270396414,0.6652010001556334,4.873512090862173,0.00489636824227091,0.6657872548644148,-1.4103706359263857,0.0007439846821934992,-0.6671062774269654,1.410107343460517,-0.0005434661005576658,-0.6643022905292808,-4.8724889098364805
-0.004967878876887433,0.6651990811400363,4.873514967711558,0.004896758197860507,0.6657870511118436,-1.4103702320105063,0.0007435932203998519,-0.6671042637769533,1.4101079126003766,-0.0005442627249543364,-0.6643015980667579,-4.8724904144044
-0.0049689716554288665,0.6651956871773503,4.873514042240658,0.004894791613123672,0.6657863014904457,-1.4103676570089068,0.0007684310530589045,-0.6670964978553098,1.410104013028091,-0.0005433228121711764,-0.6643011797777749,-4.8724900417463495
-0.004969410733168367,0.6651996793206267,4.873519103295014,0.004890560162607471,0.6657868309061516,-1.410368623467928,0.0007465523613339187,-0.6671013502857797,1.4101049152082252,-0.0005455019213114198,-0.664301157556288,-4.872491467802107
-0.004966350058578151,0.6651937265828209,4.873517339601281,0.0048918600981533444,0.6657848746040358,-1.4103665653335842,0.0007458601769645412,-0.6671017068804881,1.4101045302887707,-0.0005450068623149562,-0.6643004244126542,-4.872493227494985
-0.004967676208857519,0.6651927734587453,4.873518954877997,0.0048926781276481535,0.6657844348394981,-1.4103659974367249,0.0007436112205514434,-0.667101757324132,1.4101046412709852,-0.0005451358343622204,-0.6642998024335443,-4.872493990580903
-0.004966156839076419,0.665194016777745,4.873517758870287,0.004895024821096605,0.6657835919901105,-1.410362947861973,0.0007461148607097456,-0.6671028261521421,1.410097219315758,-0.0005449375649320132,-0.6642989892618747,-4.87249465659748
-0.0049662598230924004,0.6651933120296842,4.873519309859738,0.004896632116448529,0.6657837602879928,-1.410362022141257,0.0007430532781329546,-0.6670973639984412,1.4100996779439683,-0.0005442077972954706,-0.6642977620847015,-4.872496863236113
-0.004966809217187951,0.6651896590087594,4.873526930759288,0.004893564545460194,0.6657841078349218,-1.4103627534027456,0.000749946057385209,-0.6670980058206366,1.4100986706898633,-0.0005471573363653448,-0.6642987071989204,-4.872494617833
-0.004966898914821272,0.6651923671433462,4.873523726234161,0.004891172725679738,0.6657805515446249,-1.410358431933476,0.0007379710887303048,-0.6670981540121543,1.4100980828260017,-0.0005460623569994993,-0.6642969929399278,-4.872499926937111
-0.0049635470930038394,0.6651909465487567,4.8735232069051655,0.004890829548395814,0.6657799889390503,-1.4103577193902144,0.0007387331736445901,-0.6670972465803482,1.4100969729951967,-0.0005459176175151015,-0.664296980600179,-4.87250009727504
-0.004970056618852858,0.6651906820085438,4.873526242046801,0.0048900992362668205,0.665780568720411,-1.4103579951787584,0.0007528856043998999,-0.6670965197710483,1.4100962076402324,-0.0005451802341163159,-0.6642965120707967,-4.872500293551292
-0.004971667702696081,0.6651951219771348,4.873536988793195,0.004893996809927081,0.6657797469179778,-1.4103566264158598,0.0007475073384313191,-0.6670982467511308,1.4100963149543606,-0.0005444709576423179,-0.6642951849881644,-4.87250366180092
-0.004969502330355979,0.6651926801788672,4.873525847696592,0.0048956119620520155,0.6657798206924213,-1.4103569896935566,0.0007501374227736335,-0.6670973383891887,1.4100854799736373,-0.0005442381330693635,-0.6642945309823478,-4.87250574050022
-0.004969365914361923,0.66519033760855,4.873529929177073,0.004892852149256832,0.6657781612335256,-1.4103498760707147,0.0007488523351586451,-0.6671039568547883,1.4100893339249767,-0.0005455669074301284,-0.6642942383861907,-4.872505707639667
-0.004970213499510656,0.6651884560959882,4.873530615533772,0.004890873195155798,0.6657769269826375,-1.410350284162206,0.0007483235488052742,-0.6670998051698689,1.4100885403939545,-0.000545996628124712,-0.6642940255450487,-4.872505988358944
-0.004971681382913928,0.6651883830897676,4.873529027228611,0.004880137511229954,0.6657712601282029,-1.4103504328791159,0.000740579250434692,-0.6670961916763769,1.4100917669289537,-0.0005439372980422519,-0.664292544750662,-4.872510910448953
-0.004969080574226403,0.6651870359727114,4.873530802274915,0.004894326363557688,0.6657754813256718,-1.4103509982520217,0.0007452521688602332,-0.6670954401303728,1.4100900344780802,-0.0005435816835621665,-0.6642921121307355,-4.872510708209907
-0.004967737748764911,0.6651872968730581,4.873534586549083,0.004893737507922324,0.665775769151125,-1.4103502706786895,0.0007567254274407631,-0.6670918464457802,1.410085559276645,-0.0005469361969261399,-0.6642922689099766,-4.8725099173789275
-0.004967616664025343,0.6651841606004973,4.873538729705541,0.004895783953500654,0.6657754602757944,-1.4103484359101355,0.0007473263484891746,-0.6670924889057241,1.410078072456809,-0.00054645952335175,-0.6642916350043135,-4.872511388085009
-0.0049651254382050425,0.665187093248834,4.8735359889439644,0.004896040469109408,0.665775401411457,-1.4103482339688176,0.0007467407902135292,-0.6670925758320605,1.4100800995887335,-0.0005462527306034914,-0.6642912590343855,-4.872511966269418
-0.00496541552017149,0.6651831066392457,4.873537497842318,0.004893789693648287,0.6657723318797242,-1.4103437242332895,0.0007407027360510909,-0.6670936454395822,1.4100842211134976,-0.0005468576041955941,-0.6642902942055429,-4.87251349003165
-0.0049662119052236164,0.6651826968013266,4.8735382622504515,0.004894971078354793,0.6657729859169903,-1.4103447632277906,0.0007406045885494095,-0.6670899008145801,1.4100818697682875,-0.0005470913670260202,-0.6642899781762601,-4.872515990945503
-0.004965380743004566,0.6651808728201765,4.873543441259939,0.004893074942462938,0.6657693580153916,-1.410341913721398,0.0007446656461791434,-0.6670890094636981,1.410079803202482,-0.000546437737501293,-0.6642892534221865,-4.872518260260844
-0.00496849835137958,0.665181324284899,4.87354725224232,0.004889148475891503,0.6657714202115752,-1.410344508273048,0.0007434090537561389,-0.6670867040165929,1.410077618075749,-0.00054544585025873,-0.6642888231525497,-4.872520102060769
-0.004966139663956426,0.6651848057279643,4.873548217191407,0.004891481226062311,0.6657707248076132,-1.4103434410197684,0.0007433850800335762,-0.667086383682066,1.4100774425276752,-0.000545017514215651,-0.664288752842646,-4.872520510096854
-0.0049680406253358456,0.6651849110998764,4.873549223849286,0.004894605902173055,0.6657707899275778,-1.410342764080104,0.0007534701868534555,-0.6670859677498537,1.4100787261271428,-0.0005471697709751311,-0.6642896627925916,-4.8725184462778275
-0.0049688686546796035,0.665183202447369,4.873549118421622,0.004890565307654526,0.6657710910889287,-1.4103366243087052,0.0007418306777111638,-0.6670851447598958,1.4100764267296952,-0.0005473663938717621,-0.6642886647402015,-4.872521596214143
-0.004965129141366376,0.6651818008611281,4.873549128831719,0.004899437925500294,0.6657691537563979,-1.4103389155905575,0.0007488753457236541,-0.6670863221071013,1.4100668070327158,-0.000546214994603389,-0.6642872601313741,-4.8725233370986025
-0.004964214226052199,0.6651799740686499,4.873549236089255,0.004897400156808729,0.6657685861272427,-1.4103378679231513,0.0007452901839446469,-0.6670857802708614,1.4100754450664148,-0.0005482835901169381,-0.664287427476947,-4.872522469633577
-0.004963489077192129,0.6651794665006108,4.8735487730432165,0.004897346824495941,0.6657685368660999,-1.4103377873532459,0.0007434017661012149,-0.6670851141040721,1.4100749439973619,-0.0005483920068343195,-0.6642871741034098,-4.8725228682669135
-0.004962174137255637,0.6651776433650962,4.873551199059042,0.004895990377376869,0.6657668114938362,-1.410333656777711,0.0007442549018028544,-0.6670861471304628,1.4100740335963042,-0.0005480854045609718,-0.6642859314106042,-4.87252457372164
-0.004965395123107008,0.665177028855851,4.8735551283651555,0.004898649502696806,0.6657664044013032,-1.4103334118482085,0.0007435138718010492,-0.6670834705056672,1.4100626996571748,-0.0005472763229166233,-0.6642843368158049,-4.8725279346521875
-0.004966846548257742,0.6651792056590455,4.8735545231083295,0.004895638892835841,0.6657652747496918,-1.4103322844177812,0.0007430059162878422,-0.6670849914417447,1.410072658591229,-0.0005468746825201265,-0.6642843716144515,-4.872528597494488
-0.004964676751741948,0.6651793142643276,4.873553847022488,0.004896407717926543,0.66576493822219,-1.4103315990682717,0.0007421094309236764,-0.6670821779408582,1.4100688595196536,-0.0005463892622934452,-0.6642831335830506,-4.87253112448933
-0.004963740531923833,0.66517791244216,4.873554547513755,0.004896347376354804,0.6657646945162243,-1.4103310555309116,0.0007436931780189227,-0.6670848414248125,1.410060165805974,-0.0005463765486126704,-0.6642828572609893,-4.872531457579707
-0.004962707182002646,0.6651749938828697,4.873557815818845,0.004898220221972949,0.6657648397766289,-1.4103285552956057,0.0007481593014704302,-0.6670823194071804,1.410061733716529,-0.0005465877182047052,-0.6642821027517734,-4.872530869336874
-0.00496622789800405,0.6651739359758073,4.873560564966755,0.004897705922243922,0.6657642210786872,-1.410326846867184,0.0007434175696712231,-0.6670779379973286,1.4100633912323124,-0.0005460172773350536,-0.6642809534680065,-4.872532558147363
-0.004969023642281911,0.6651735086925061,4.873563210362016,0.004896297730816457,0.6657646220674582,-1.4103264455408926,0.000772065875879413,-0.6670754471219862,1.4100542903788185,-0.0005462152132498233,-0.6642812927787887,-4.872530145010638
-0.004958046100457025,0.6651721253730445,4.873569648371586,0.004891688683753337,0.6657606755617724,-1.4103240423016574,0.0007437743333893465,-0.6670784688470937,1.4100633318829372,-0.0005604282101003832,-0.6642802627360576,-4.8725299037829535
